Unnamed: 0,type,age,gender,size,coat,breed
43917,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Oriental Tabby
43918,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Oriental Tabby
43919,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Oriental Tabby
43920,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Oriental Tabby
43921,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Oriental Tabby
43922,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,Oriental Tabby
43923,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Oriental Tabby
43924,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Oriental Tabby
43925,Abyssinian,American Shorthair,American Bobtail,American Bobtail,American Shorthair,Oriental Tabby
43927,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Oriental Tabby
43928,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Oriental Tabby
43929,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Oriental Tabby
43930,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Oriental Tabby
43931,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Oriental Tabby
43932,Abyssinian,American Curl,Abyssinian,American Curl,American Shorthair,Oriental Tabby
43933,Abyssinian,American Shorthair,American Bobtail,American Bobtail,American Shorthair,Oriental Tabby
43935,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Oriental Tabby
43937,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,Oriental Tabby
43938,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Oriental Tabby
43941,Abyssinian,Abyssinian,American Bobtail,American Curl,American Curl,Oriental Tabby
43944,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Oriental Tabby
43945,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,Oriental Tabby
43946,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,Oriental Tabby
43947,Abyssinian,Abyssinian,American Bobtail,Abyssinian,American Shorthair,Oriental Tabby
43948,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Oriental Tabby
43949,Abyssinian,American Shorthair,American Bobtail,American Shorthair,American Shorthair,Oriental Tabby
43951,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Oriental Tabby
43952,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,Oriental Tabby
43960,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Oriental Tabby
43971,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,Oriental Tabby
43972,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,Oriental Tabby
43973,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,Oriental Tabby
43975,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Oriental Tabby
43976,Abyssinian,American Shorthair,American Bobtail,American Shorthair,American Shorthair,Oriental Tabby
43978,Abyssinian,Abyssinian,American Bobtail,American Shorthair,American Shorthair,Oriental Tabby
43981,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Oriental Tabby
43982,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Oriental Tabby
44001,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,Oriental Tabby
44227,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44228,Abyssinian,Abyssinian,American Bobtail,American Shorthair,American Bobtail,Persian
44229,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44230,Abyssinian,American Curl,American Bobtail,American Curl,American Bobtail,Persian
44231,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Bobtail,Persian
44233,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44234,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44235,Abyssinian,Abyssinian,American Bobtail,American Curl,American Curl,Persian
44236,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44238,Abyssinian,American Curl,Abyssinian,American Curl,American Bobtail,Persian
44239,Abyssinian,American Curl,Abyssinian,American Curl,American Curl,Persian
44240,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Persian
44241,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44242,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44243,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44244,Abyssinian,American Bobtail,Abyssinian,American Curl,American Bobtail,Persian
44245,Abyssinian,American Bobtail,Abyssinian,American Curl,American Bobtail,Persian
44246,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44247,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44248,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44249,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44250,Abyssinian,American Shorthair,American Bobtail,American Bobtail,American Bobtail,Persian
44251,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44252,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44253,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Curl,Persian
44255,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Bobtail,Persian
44256,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Bobtail,Persian
44258,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44259,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44260,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44261,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Bobtail,Persian
44262,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44263,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44264,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Bobtail,Persian
44265,Abyssinian,American Shorthair,American Bobtail,American Bobtail,American Bobtail,Persian
44266,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44267,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44269,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44270,Abyssinian,American Bobtail,American Bobtail,American Curl,American Bobtail,Persian
44271,Abyssinian,American Bobtail,Abyssinian,American Curl,American Bobtail,Persian
44272,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44273,Abyssinian,American Bobtail,Abyssinian,American Curl,American Bobtail,Persian
44274,Abyssinian,Abyssinian,American Bobtail,American Curl,American Curl,Persian
44275,Abyssinian,American Bobtail,Abyssinian,American Curl,American Bobtail,Persian
44276,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44280,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Bobtail,Persian
44281,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Bobtail,Persian
44282,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44283,Abyssinian,American Curl,Abyssinian,American Curl,American Bobtail,Persian
44285,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Bobtail,Persian
44288,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Bobtail,Persian
44292,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44293,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44296,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44297,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Bobtail,Persian
44298,Abyssinian,Abyssinian,American Bobtail,American Curl,American Curl,Persian
44300,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44301,Abyssinian,Abyssinian,American Bobtail,American Shorthair,American Bobtail,Persian
44302,Abyssinian,Abyssinian,American Bobtail,American Curl,American Curl,Persian
44303,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44304,Abyssinian,Abyssinian,American Bobtail,American Curl,American Curl,Persian
44305,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44306,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44308,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44309,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44311,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44312,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44313,Abyssinian,American Curl,Abyssinian,American Shorthair,American Curl,Persian
44314,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Bobtail,Persian
44315,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44316,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44317,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Curl,Persian
44319,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44320,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44321,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,Persian
44322,Abyssinian,American Shorthair,Abyssinian,American Curl,American Curl,Persian
44323,Abyssinian,American Shorthair,American Bobtail,American Curl,American Curl,Persian
44324,Abyssinian,American Shorthair,American Bobtail,American Curl,American Curl,Persian
44325,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Curl,Persian
44326,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Curl,Persian
44327,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44328,Abyssinian,American Shorthair,Abyssinian,American Curl,American Curl,Persian
44329,Abyssinian,American Shorthair,Abyssinian,American Curl,American Curl,Persian
44330,Abyssinian,American Shorthair,Abyssinian,American Curl,American Curl,Persian
44331,Abyssinian,American Shorthair,Abyssinian,American Curl,American Curl,Persian
44332,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44333,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44336,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Bobtail,Persian
44337,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44338,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44339,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44340,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44341,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Bobtail,Persian
44342,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44343,Abyssinian,American Curl,Abyssinian,American Curl,American Bobtail,Persian
44344,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44345,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44346,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Bobtail,Persian
44347,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44348,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44350,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Bobtail,Persian
44351,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Curl,Persian
44352,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Curl,Persian
44353,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Curl,Persian
44354,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44355,Abyssinian,American Curl,American Bobtail,American Shorthair,American Bobtail,Persian
44356,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44357,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44359,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44360,Abyssinian,American Curl,American Bobtail,American Bobtail,American Bobtail,Persian
44362,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Bobtail,Persian
44363,Abyssinian,American Shorthair,American Bobtail,American Shorthair,American Bobtail,Persian
44364,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Bobtail,Persian
44365,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Bobtail,Persian
44366,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44367,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44368,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Shorthair,Persian
44369,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44370,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Bobtail,Persian
44371,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44373,Abyssinian,Abyssinian,American Bobtail,American Shorthair,American Bobtail,Persian
44374,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44391,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44392,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44393,Abyssinian,Abyssinian,American Bobtail,American Curl,American Curl,Persian
44394,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44395,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Persian
44398,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44399,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44400,Abyssinian,Abyssinian,American Bobtail,American Curl,American Curl,Persian
44401,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44402,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44403,Abyssinian,American Curl,American Bobtail,American Bobtail,American Bobtail,Persian
44405,Abyssinian,American Curl,Abyssinian,American Curl,American Bobtail,Persian
44406,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Bobtail,Persian
44407,Abyssinian,American Curl,American Bobtail,American Bobtail,American Bobtail,Persian
44408,Abyssinian,Abyssinian,American Bobtail,American Curl,American Curl,Persian
44410,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44411,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44412,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44413,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44414,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44415,Abyssinian,Abyssinian,American Bobtail,American Shorthair,American Curl,Persian
44417,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44418,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44419,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44420,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44421,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44422,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44423,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44424,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Bobtail,Persian
44426,Abyssinian,American Curl,Abyssinian,American Curl,American Bobtail,Persian
44427,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44428,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44429,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44430,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44431,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Persian
44432,Abyssinian,American Curl,American Bobtail,American Curl,American Bobtail,Persian
44433,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44434,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44435,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44436,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Bobtail,Persian
44438,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44439,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44440,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44441,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44442,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44443,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44444,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44445,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44446,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,Persian
44447,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Bobtail,Persian
44448,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44449,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44450,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44451,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44452,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44453,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44455,Abyssinian,American Curl,Abyssinian,American Curl,American Bobtail,Persian
44456,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44457,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44458,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44459,Abyssinian,American Shorthair,American Bobtail,American Bobtail,American Bobtail,Persian
44460,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44461,Abyssinian,American Curl,American Bobtail,American Bobtail,American Bobtail,Persian
44462,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44463,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44464,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44465,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44466,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44467,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44468,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44470,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44471,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44472,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44473,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44474,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44475,Abyssinian,Abyssinian,American Bobtail,American Curl,American Curl,Persian
44477,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Bobtail,Persian
44478,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Bobtail,Persian
44480,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44481,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44482,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44483,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44486,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44487,Abyssinian,American Curl,American Bobtail,American Curl,American Bobtail,Persian
44488,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44489,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44490,Abyssinian,American Curl,Abyssinian,American Curl,American Bobtail,Persian
44491,Abyssinian,Abyssinian,American Bobtail,American Curl,American Curl,Persian
44494,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44495,Abyssinian,Abyssinian,American Bobtail,American Shorthair,American Bobtail,Persian
44496,Abyssinian,Abyssinian,American Bobtail,American Shorthair,American Bobtail,Persian
44497,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Bobtail,Persian
44499,Abyssinian,American Bobtail,American Bobtail,American Curl,American Bobtail,Persian
44500,Abyssinian,American Shorthair,American Bobtail,American Bobtail,American Bobtail,Persian
44501,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44502,Abyssinian,American Curl,Abyssinian,American Shorthair,American Bobtail,Persian
44506,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Bobtail,Persian
44508,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Bobtail,Persian
44509,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44510,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Persian
44511,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44512,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Curl,Persian
44513,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Bobtail,Persian
44514,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44515,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44516,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44517,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44519,Abyssinian,American Curl,American Bobtail,American Bobtail,American Bobtail,Persian
44520,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44521,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44522,Abyssinian,American Curl,American Bobtail,American Shorthair,American Bobtail,Persian
44526,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Bobtail,Persian
44527,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44528,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44529,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Bobtail,Persian
44530,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44531,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44532,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44533,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44534,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Bobtail,Persian
44535,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44536,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Bobtail,Persian
44537,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44538,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Curl,Persian
44539,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44540,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,Persian
44541,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44545,Abyssinian,American Shorthair,American Bobtail,Abyssinian,American Bobtail,Persian
44546,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44548,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44549,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44550,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44551,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44552,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44553,Abyssinian,Abyssinian,American Bobtail,American Curl,American Curl,Persian
44554,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44555,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44556,Abyssinian,American Bobtail,Abyssinian,American Curl,American Bobtail,Persian
44557,Abyssinian,American Curl,Abyssinian,American Shorthair,American Bobtail,Persian
44558,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44559,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Persian
44560,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44561,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Curl,Persian
44562,Abyssinian,American Shorthair,American Bobtail,American Curl,American Curl,Persian
44563,Abyssinian,American Curl,American Bobtail,American Bobtail,American Curl,Persian
44564,Abyssinian,American Shorthair,American Bobtail,American Curl,American Curl,Persian
44565,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,Persian
44566,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44567,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44568,Abyssinian,American Shorthair,Abyssinian,American Bobtail,American Bobtail,Persian
44569,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44570,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44571,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44572,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44573,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44574,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44575,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44576,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44577,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44578,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44579,Abyssinian,Abyssinian,American Bobtail,American Shorthair,American Bobtail,Persian
44580,Abyssinian,American Shorthair,Abyssinian,American Curl,American Curl,Persian
44581,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44582,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44584,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44585,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44587,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Bobtail,Persian
44588,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44589,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44590,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44591,Abyssinian,American Shorthair,Abyssinian,American Bobtail,American Bobtail,Persian
44592,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44593,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,Persian
44595,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44596,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,Persian
44597,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Bobtail,Persian
44598,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Bobtail,Persian
44599,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,Persian
44600,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44601,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44602,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
44603,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,Persian
